Country_code;Year_decision;Country;Country_short;Region;Income_group;Year_first_decision;Year_target;Year_latest_target;Target_minimum;Target_maximum;Target_average;Unit;Target_type;RE_technology;Target_consistent;Miscellaneous;Source;Note.changes;added_in_version;change_reason;status;status_changed_in_version
LBN;2016;Lebanon;Lebanon;Middle East & North Africa;Lower middle income;2012;2050;2050;NA;100;100;Percent;Electricity;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
LBN;2019;Lebanon;Lebanon;Middle East & North Africa;Lower middle income;2012;2030;2050;NA;30;30;Percent;Electricity;All technologies;30;;https://www.ren21.net/wp-content/uploads/2019/05/gsr_2020_full_report_en.pdf;;V3;New non-EU-27 observation added in V3;active;V3
LBN;2020;Lebanon;Lebanon;Middle East & North Africa;Lower middle income;2009;2030;2030;NA;30;30;Percent;Final energy;All technologies;30;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
LBN;2021;Lebanon;Lebanon;Middle East & North Africa;Lower middle income;2012;2030;2050;NA;18;18;Percent;Electricity;All technologies;18;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
LBR;2013;Liberia;Liberia;Sub-Saharan Africa;Low income;2013;2021;2021;NA;30;30;Percent;Electricity;All technologies;30;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
LBR;2015;Liberia;Liberia;Sub-Saharan Africa;Low income;2015;2030;2030;NA;10;10;Percent;Final energy;All technologies;10;;https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf;;V3;New non-EU-27 observation added in V3;active;V3
LBY;2009;Libya;Libya;Middle East & North Africa;Upper middle income;2009;2030;2030;NA;30;30;Percent;Electricity;All technologies;30;;https://www.ren21.net/Portals/0/documents/activities/gsr/REN21_GSR_2010_full_revised%20Sept2010.pdf;;V3;New non-EU-27 observation added in V3;active;V3
LBY;2009;Libya;Libya;Middle East & North Africa;Upper middle income;2009;2020;2030;NA;10;10;Percent;Electricity;All technologies;10;;https://www.ren21.net/Portals/0/documents/activities/gsr/REN21_GSR_2010_full_revised%20Sept2010.pdf;;V3;New non-EU-27 observation added in V3;active;V3
LBY;2012;Libya;Libya;Middle East & North Africa;Upper middle income;2009;2025;2030;NA;10;10;Percent;Electricity;All technologies;10;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
LBY;2012;Libya;Libya;Middle East & North Africa;Upper middle income;2009;2020;2030;NA;7;7;Percent;Electricity;All technologies;7;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
LBY;2013;Libya;Libya;Middle East & North Africa;Upper middle income;2009;2020;2030;NA;20;20;Percent;Electricity;All technologies;20;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
LBY;2019;Libya;Libya;Middle East & North Africa;Upper middle income;2009;2030;2030;NA;22;22;Percent;Electricity;All technologies;22;;https://www.ren21.net/wp-content/uploads/2019/05/gsr_2020_full_report_en.pdf;;V3;New non-EU-27 observation added in V3;active;V3
LCA;2011;Saint Lucia;St. Lucia;Latin America & Caribbean;Upper middle income;2011;2020;2050;NA;30;30;Percent;Electricity;All technologies;30;;https://www.ren21.net/Portals/0/documents/activities/gsr/GSR2012.pdf;;V3;New non-EU-27 observation added in V3;active;V3
LCA;2011;Saint Lucia;St. Lucia;Latin America & Caribbean;Upper middle income;2011;2013;2050;NA;5;5;Percent;Electricity;All technologies;5;;https://www.ren21.net/Portals/0/documents/activities/gsr/GSR2012.pdf;;V3;New non-EU-27 observation added in V3;active;V3
LCA;2011;Saint Lucia;St. Lucia;Latin America & Caribbean;Upper middle income;2011;2015;2050;NA;15;15;Percent;Electricity;All technologies;15;;https://www.ren21.net/Portals/0/documents/activities/gsr/GSR2012.pdf;;V3;New non-EU-27 observation added in V3;active;V3
LCA;2015;Saint Lucia;St. Lucia;Latin America & Caribbean;Upper middle income;2011;2020;2050;NA;35;35;Percent;Electricity;All technologies;35;;https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf;;V3;New non-EU-27 observation added in V3;active;V3
LCA;2016;Saint Lucia;St. Lucia;Latin America & Caribbean;Upper middle income;2011;2050;2050;NA;100;100;Percent;Electricity;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
LCA;2020;Saint Lucia;St. Lucia;Latin America & Caribbean;Upper middle income;2011;2030;2050;NA;50;50;Percent;Electricity;All technologies;50;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
LIE;2020;Liechtenstein;Liechtenstein;Europe & Central Asia;High income;2020;2019;2030;NA;22;22;Percent;Final energy;All technologies;22;;https://unfccc.int/sites/default/files/resource/NC8_BR5_LIE_2022.pdf;;V3;New non-EU-27 observation added in V3;active;V3
LIE;2020;Liechtenstein;Liechtenstein;Europe & Central Asia;High income;0;2030;2030;NA;30;30;Percent;Final energy;All technologies;30;;https://unfccc.int/sites/default/files/resource/NC8_BR5_LIE_2022.pdf;;V3;New non-EU-27 observation added in V3;active;V3
LKA;2009;Sri Lanka;Sri Lanka;South Asia;Lower middle income;2009;2017;2050;NA;10;10;Percent;Electricity;All technologies except hydro;49.37;;https://www.ren21.net/Portals/0/documents/activities/gsr/REN21_GSR_2010_full_revised%20Sept2010.pdf;right;V3;New non-EU-27 observation added in V3;active;V3
LKA;2010;Sri Lanka;Sri Lanka;South Asia;Lower middle income;2009;2022;2050;NA;14;14;Percent;Electricity;All technologies except hydro;66.66;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
LKA;2011;Sri Lanka;Sri Lanka;South Asia;Lower middle income;2009;2015;2050;NA;10;10;Percent;Electricity;All technologies except hydro;50.12;;https://www.ren21.net/Portals/0/documents/activities/gsr/GSR2012.pdf;right;V3;New non-EU-27 observation added in V3;active;V3
LKA;2012;Sri Lanka;Sri Lanka;South Asia;Lower middle income;2009;2020;2050;NA;20;20;Percent;Electricity;All technologies except hydro;47.99;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf;right;V3;New non-EU-27 observation added in V3;active;V3
LKA;2015;Sri Lanka;Sri Lanka;South Asia;Lower middle income;2009;2016;2050;NA;10;10;Percent;Electricity;All technologies;10;;https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf;;V3;New non-EU-27 observation added in V3;active;V3
LKA;2015;Sri Lanka;Sri Lanka;South Asia;Lower middle income;2009;2020;2050;NA;20;20;Percent;Electricity;All technologies;20;;https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf;;V3;New non-EU-27 observation added in V3;active;V3
LKA;2016;Sri Lanka;Sri Lanka;South Asia;Lower middle income;2009;2050;2050;NA;100;100;Percent;Electricity;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
LKA;2020;Sri Lanka;Sri Lanka;South Asia;Lower middle income;2009;2030;2050;NA;50;50;Percent;Electricity;All technologies;50;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
LKA;2022;Sri Lanka;Sri Lanka;South Asia;Lower middle income;2009;2030;2050;NA;70;70;Percent;Electricity;All technologies;70;;https://www.ren21.net/wp-content/uploads/2019/05/GSR-2023_Energy-Supply-Module.pdf;;V3;New non-EU-27 observation added in V3;active;V3
LSO;2012;Lesotho;Lesotho;Sub-Saharan Africa;Lower middle income;2012;2020;2020;NA;35;35;Percent;Electricity;All technologies;35;Off-grid and rural;https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
LTU;2004;Lithuania;Lithuania;Europe & Central Asia;High income;2004;2010;2030;NA;7;7;Percent;Electricity;All technologies;7;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2005_Full-Report_English.pdf;;V1;;active;V1
LTU;2006;Lithuania;Lithuania;Europe & Central Asia;High income;2006;2020;2050;NA;23;23;Percent;Final energy;All technologies;23;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2007_Full-Report_English.pdf;;V1;;active;V1
LTU;2012;Lithuania;Lithuania;Europe & Central Asia;High income;2004;2020;2030;NA;20;20;Percent;Electricity;All technologies;20;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf;;V1;;active;V1
LTU;2013;Lithuania;Lithuania;Europe & Central Asia;High income;2004;2020;2030;NA;21;21;Percent;Electricity;All technologies;21;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf;;V1;;active;V1
LTU;2018;Lithuania;Lithuania;Europe & Central Asia;High income;2006;2050;2050;NA;80;80;Percent;Final energy;All technologies;80;;https://www.ren21.net/wp-content/uploads/2019/05/gsr_2019_full_report_en.pdf;;V1;;active;V1
LTU;2019;Lithuania;Lithuania;Europe & Central Asia;High income;2006;2030;2050;NA;45;45;Percent;Final energy;All technologies;45;;https://www.ren21.net/wp-content/uploads/2019/05/gsr_2020_full_report_en.pdf;;V1;;active;V1
LTU;2019;Lithuania;Lithuania;Europe & Central Asia;High income;2004;2030;2030;NA;89;89;Percent;Electricity;All technologies;89;;https://ember-energy.org/data/live-eu-necp-tracker/#data-tool;;V1;;active;V1
LUX;2001;Luxembourg;Luxembourg;Europe & Central Asia;High income;2001;2010;2030;NA;6;6;Percent;Electricity;All technologies;6;;https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32001L0077&from=EN;;V1;;active;V1
LUX;2009;Luxembourg;Luxembourg;Europe & Central Asia;High income;2009;2020;2030;NA;11;11;Percent;Final energy;All technologies;11;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2010_Full-Report_English.pdf;;V1;;active;V1
LUX;2012;Luxembourg;Luxembourg;Europe & Central Asia;High income;2001;2020;2030;NA;12;12;Percent;Electricity;All technologies;12;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf;;V1;;active;V1
LUX;2020;Luxembourg;Luxembourg;Europe & Central Asia;High income;2009;2030;2030;23;25;24;Percent;Final energy;All technologies;24;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V1;;active;V1
LUX;2021;Luxembourg;Luxembourg;Europe & Central Asia;High income;2001;2030;2030;NA;34;34;Percent;Electricity;All technologies;34;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf;;V1;;active;V1
LUX;2023;Luxembourg;Luxembourg;Europe & Central Asia;High income;2009;2030;2030;NA;25;25;Percent;Final energy;All technologies;25;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf;;V1;;active;V1
LVA;2004;Latvia;Latvia;Europe & Central Asia;High income;2004;2010;2030;NA;49;49;Percent;Electricity;All technologies;49;;https://www.sciencedirect.com/science/article/pii/S1364032105000535;;V1;;active;V1
LVA;2006;Latvia;Latvia;Europe & Central Asia;High income;2006;2020;2030;NA;42;42;Percent;Final energy;All technologies;42;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2007_Full-Report_English.pdf;;V1;;active;V1
LVA;2009;Latvia;Latvia;Europe & Central Asia;High income;2006;2020;2030;NA;40;40;Percent;Final energy;All technologies;40;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2010_Full-Report_English.pdf;;V1;;active;V1
LVA;2012;Latvia;Latvia;Europe & Central Asia;High income;2004;2020;2030;NA;60;60;Percent;Electricity;All technologies;60;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf;;V1;;active;V1
LVA;2019;Latvia;Latvia;Europe & Central Asia;High income;2004;2030;2030;NA;76;76;Percent;Electricity;All technologies;76;;https://ember-energy.org/data/live-eu-necp-tracker/#data-tool;;V1;;active;V1
LVA;2020;Latvia;Latvia;Europe & Central Asia;High income;2006;2025;2030;NA;44;44;Percent;Final energy;All technologies;44;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V1;;active;V1
LVA;2020;Latvia;Latvia;Europe & Central Asia;High income;2006;2027;2030;NA;47;47;Percent;Final energy;All technologies;47;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V1;;active;V1
LVA;2020;Latvia;Latvia;Europe & Central Asia;High income;2006;2022;2030;NA;42;42;Percent;Final energy;All technologies;42;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V1;;active;V1
LVA;2020;Latvia;Latvia;Europe & Central Asia;High income;2006;2030;2030;NA;50;50;Percent;Final energy;All technologies;50;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V1;;active;V1
LVA;2023;Latvia;Latvia;Europe & Central Asia;High income;2004;2030;2030;NA;96;96;Percent;Electricity;All technologies;96;;https://ember-energy.org/data/live-eu-necp-tracker/#data-tool;;V1;;active;V1
LVA;2023;Latvia;Latvia;Europe & Central Asia;High income;2006;2030;2030;NA;45;45;Percent;Final energy;All technologies;45;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf;;V1;;active;V1
MAR;2006;Morocco;Morocco;Middle East & North Africa;Lower middle income;2006;2012;2050;NA;20;20;Percent;Electricity;All technologies;20;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2007_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MAR;2009;Morocco;Morocco;Middle East & North Africa;Lower middle income;2009;2012;2012;NA;10;10;Percent;Final energy;All technologies;10;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2010_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MAR;2010;Morocco;Morocco;Middle East & North Africa;Lower middle income;2006;2020;2050;NA;42;42;Percent;Electricity;All technologies;42;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MAR;2015;Morocco;Morocco;Middle East & North Africa;Lower middle income;2006;2039;2050;NA;52;52;Percent;Electricity;All technologies;52;;https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MAR;2016;Morocco;Morocco;Middle East & North Africa;Lower middle income;2006;2030;2050;NA;52;52;Percent;Electricity;All technologies;52;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MAR;2016;Morocco;Morocco;Middle East & North Africa;Lower middle income;2006;2050;2050;NA;100;100;Percent;Electricity;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MDA;2012;Moldova (Republic of);Moldova;Europe & Central Asia;Upper middle income;2012;2020;2020;NA;17;17;Percent;Final energy;All technologies;17;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MDA;2014;Moldova (Republic of);Moldova;Europe & Central Asia;Upper middle income;2014;2020;2020;NA;10;10;Percent;Electricity;All technologies;10;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2015_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MDG;2009;Madagascar;Madagascar;Sub-Saharan Africa;Low income;2009;2020;2050;NA;75;75;Percent;Electricity;All technologies;75;;https://www.ren21.net/Portals/0/documents/activities/gsr/REN21_GSR_2010_full_revised%20Sept2010.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MDG;2009;Madagascar;Madagascar;Sub-Saharan Africa;Low income;2009;2020;2050;NA;54;54;Percent;Final energy;All technologies;54;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2010_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MDG;2015;Madagascar;Madagascar;Sub-Saharan Africa;Low income;2009;NA;2050;NA;79;79;Percent;Electricity;All technologies;79;;https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MDG;2016;Madagascar;Madagascar;Sub-Saharan Africa;Low income;2009;2050;2050;NA;100;100;Percent;Electricity;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MDG;2018;Madagascar;Madagascar;Sub-Saharan Africa;Low income;2009;2030;2050;NA;85;85;Percent;Electricity;All technologies;85;;https://www.ren21.net/wp-content/uploads/2019/05/gsr_2019_full_report_en.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MDG;2020;Madagascar;Madagascar;Sub-Saharan Africa;Low income;2009;2050;2050;NA;100;100;Percent;Final energy;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MDG;2020;Madagascar;Madagascar;Sub-Saharan Africa;Low income;2009;2030;2050;NA;79;79;Percent;Electricity;All technologies;79;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MDG;2023;Madagascar;Madagascar;Sub-Saharan Africa;Low income;2009;2030;2050;NA;85;85;Percent;Final energy;All technologies;85;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MDV;2013;Maldives;Maldives;South Asia;Upper middle income;2013;2017;2050;NA;16;16;Percent;Electricity;All technologies;16;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MDV;2016;Maldives;Maldives;South Asia;Upper middle income;2013;2050;2050;NA;100;100;Percent;Electricity;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MDV;2020;Maldives;Maldives;South Asia;Upper middle income;2020;2050;2050;NA;100;100;Percent;Final energy;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MDV;2021;Maldives;Maldives;South Asia;Upper middle income;2013;2030;2050;NA;70;70;Percent;Electricity;All technologies;70;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pd;;V3;New non-EU-27 observation added in V3;active;V3
MEX;2009;Mexico;Mexico;Latin America & Caribbean;Upper middle income;2009;2010;2050;NA;5;5;Percent;Electricity;All technologies;5;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2010_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MEX;2010;Mexico;Mexico;Latin America & Caribbean;Upper middle income;2009;2012;2050;NA;8;8;Percent;Electricity;All technologies;8;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MEX;2011;Mexico;Mexico;Latin America & Caribbean;Upper middle income;2009;2024;2050;NA;35;35;Percent;Electricity;All technologies;35;;https://www.ren21.net/Portals/0/documents/Resources/GSR2012_low%20res_FINAL.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MEX;2014;Mexico;Mexico;Latin America & Caribbean;Upper middle income;2009;2026;2050;NA;25;25;Percent;Electricity;All technologies;25;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2015_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MEX;2015;Mexico;Mexico;Latin America & Caribbean;Upper middle income;2009;2050;2050;NA;50;50;Percent;Electricity;All technologies;50;;https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MEX;2017;Mexico;Mexico;Latin America & Caribbean;Upper middle income;2009;2030;2050;NA;38;38;Percent;Electricity;All technologies;38;;https://www.ren21.net/wp-content/uploads/2019/08/Full-Report-2018.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MEX;2018;Mexico;Mexico;Latin America & Caribbean;Upper middle income;2009;2021;2050;NA;35;35;Percent;Electricity;All technologies;35;;https://www.ren21.net/wp-content/uploads/2019/05/gsr_2019_full_report_en.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MEX;2018;Mexico;Mexico;Latin America & Caribbean;Upper middle income;2009;2018;2050;NA;30;30;Percent;Electricity;All technologies;30;;https://www.ren21.net/wp-content/uploads/2019/05/gsr_2019_full_report_en.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MEX;2019;Mexico;Mexico;Latin America & Caribbean;Upper middle income;2009;2035;2050;NA;40;40;Percent;Electricity;All technologies;40;;https://www.ren21.net/wp-content/uploads/2019/05/gsr_2020_full_report_en.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MEX;2019;Mexico;Mexico;Latin America & Caribbean;Upper middle income;2009;2050;2050;NA;50;50;Percent;Electricity;All technologies;50;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2023_Demand_Modules.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MEX;2019;Mexico;Mexico;Latin America & Caribbean;Upper middle income;2009;2021;2050;NA;30;30;Percent;Electricity;All technologies;30;;https://www.ren21.net/wp-content/uploads/2019/05/gsr_2020_full_report_en.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MEX;2020;Mexico;Mexico;Latin America & Caribbean;Upper middle income;2009;2020;2050;NA;27;27;Percent;Electricity;All technologies;27;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MEX;2021;Mexico;Mexico;Latin America & Caribbean;Upper middle income;2009;2024;2050;NA;35;35;Percent;Electricity;All technologies;35;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MHL;2011;Marshall Islands;Marshall Islands;East Asia & Pacific;Upper middle income;2011;2020;2050;NA;20;20;Percent;Electricity;All technologies;20;;https://www.ren21.net/Portals/0/documents/activities/gsr/GSR2012.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MHL;2016;Marshall Islands;Marshall Islands;East Asia & Pacific;Upper middle income;2011;2050;2050;NA;100;100;Percent;Electricity;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MHL;2020;Marshall Islands;Marshall Islands;East Asia & Pacific;Upper middle income;2020;2050;2050;NA;100;100;Percent;Final energy;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MKD;2012;North Macedonia;North Macedonia;Europe & Central Asia;Upper middle income;2012;2020;2040;NA;28;28;Percent;Final energy;All technologies;28;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MKD;2014;North Macedonia;North Macedonia;Europe & Central Asia;Upper middle income;2014;2020;2030;NA;25;25;Percent;Electricity;All technologies;25;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2015_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MKD;2020;North Macedonia;North Macedonia;Europe & Central Asia;Upper middle income;2012;2040;2040;35;45;40;Percent;Final energy;All technologies;40;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MKD;2020;North Macedonia;North Macedonia;Europe & Central Asia;Upper middle income;2014;2020;2030;NA;27;27;Percent;Electricity;All technologies;27;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MKD;2021;North Macedonia;North Macedonia;Europe & Central Asia;Upper middle income;2014;2030;2030;NA;66;66;Percent;Electricity;All technologies;66;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MKD;2023;North Macedonia;North Macedonia;Europe & Central Asia;Upper middle income;2012;2040;2040;NA;45;45;Percent;Final energy;All technologies;45;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MLI;2005;Mali;Mali;Sub-Saharan Africa;Low income;2005;2020;2033;NA;10;10;Percent;Electricity;All technologies;10;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2006_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MLI;2005;Mali;Mali;Sub-Saharan Africa;Low income;2005;2020;2033;NA;15;15;Percent;Electricity;All technologies;15;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2006_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MLI;2005;Mali;Mali;Sub-Saharan Africa;Low income;2005;2015;2033;NA;3;3;Percent;Electricity;All technologies;3;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2006_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MLI;2011;Mali;Mali;Sub-Saharan Africa;Low income;2005;2020;2033;NA;25;25;Percent;Electricity;All technologies;25;;https://www.ren21.net/Portals/0/documents/activities/gsr/GSR2012.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MLI;2013;Mali;Mali;Sub-Saharan Africa;Low income;2005;2015;2033;NA;10;10;Percent;Electricity;All technologies except large hydro;60.45;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf;right;V3;New non-EU-27 observation added in V3;active;V3
MLI;2013;Mali;Mali;Sub-Saharan Africa;Low income;2005;2033;2033;NA;25;25;Percent;Electricity;All technologies except large hydro;75.45;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf;right;V3;New non-EU-27 observation added in V3;active;V3
MLI;2020;Mali;Mali;Sub-Saharan Africa;Low income;2020;2033;2033;NA;10;10;Percent;Final energy;All technologies;10;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
MLT;2006;Malta;Malta;Middle East & North Africa;High income;2006;2010;2020;NA;5;5;Percent;Electricity;All technologies;5;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2006_Full-Report_English.pdf;;V1;;active;V1
MLT;2009;Malta;Malta;Middle East & North Africa;High income;2009;2020;2030;NA;10;10;Percent;Final energy;All technologies;10;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2010_Full-Report_English.pdf;;V1;;active;V1
MLT;2013;Malta;Malta;Middle East & North Africa;High income;2006;2020;2020;NA;4;4;Percent;Electricity;All technologies;4;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf;;V1;;active;V1
