Country_code;Year_decision;Country;Country_short;Region;Income_group;Year_first_decision;Year_target;Year_latest_target;Target_minimum;Target_maximum;Target_average;Unit;Target_type;RE_technology;Target_consistent;Miscellaneous;Source;Note.changes;added_in_version;change_reason;status;status_changed_in_version
GRC;2023;Greece;Greece;Europe & Central Asia;High income;2001;2030;2030;NA;81;81;Percent;Electricity;All technologies;81;;https://ember-energy.org/data/live-eu-necp-tracker/#data-tool;;V1;;active;V1
GRD;2016;Grenada;Grenada;Latin America & Caribbean;Upper middle income;2016;2050;2050;NA;100;100;Percent;Electricity;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
GRD;2020;Grenada;Grenada;Latin America & Caribbean;Upper middle income;2016;2020;2050;NA;20;20;Percent;Electricity;All technologies;20;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
GRD;2021;Grenada;Grenada;Latin America & Caribbean;Upper middle income;2016;2025;2050;NA;10;10;Percent;Electricity;All technologies;10;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
GRD;2023;Grenada;Grenada;Latin America & Caribbean;Upper middle income;2023;2035;2035;NA;25;25;Percent;Final energy;All technologies;25;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf;;V3;New non-EU-27 observation added in V3;active;V3
GTM;2011;Guatemala;Guatemala;Latin America & Caribbean;Upper middle income;2011;2022;2050;NA;70;70;Percent;Electricity;All technologies;70;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2012_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
GTM;2012;Guatemala;Guatemala;Latin America & Caribbean;Upper middle income;2011;2022;2050;NA;60;60;Percent;Electricity;All technologies;60;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
GTM;2012;Guatemala;Guatemala;Latin America & Caribbean;Upper middle income;2012;2026;2026;NA;80;80;Percent;Final energy;All technologies;80;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
GTM;2013;Guatemala;Guatemala;Latin America & Caribbean;Upper middle income;2011;2027;2050;NA;80;80;Percent;Electricity;All technologies;80;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
GTM;2013;Guatemala;Guatemala;Latin America & Caribbean;Upper middle income;2012;2020;2026;NA;80;80;Percent;Final energy;All technologies;80;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
GTM;2015;Guatemala;Guatemala;Latin America & Caribbean;Upper middle income;2011;2030;2050;NA;80;80;Percent;Electricity;All technologies;80;;https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf;;V3;New non-EU-27 observation added in V3;active;V3
GTM;2016;Guatemala;Guatemala;Latin America & Caribbean;Upper middle income;2011;2050;2050;NA;100;100;Percent;Electricity;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
GUY;2012;Guyana;Guyana;Latin America & Caribbean;High income;2012;NA;2025;NA;90;90;Percent;Electricity;All technologies;90;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
GUY;2015;Guyana;Guyana;Latin America & Caribbean;High income;2015;2025;2025;NA;20;20;Percent;Final energy;All technologies;20;;https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf;;V3;New non-EU-27 observation added in V3;active;V3
GUY;2020;Guyana;Guyana;Latin America & Caribbean;High income;2012;2025;2025;NA;100;100;Percent;Electricity;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
GUY;2022;Guyana;Guyana;Latin America & Caribbean;High income;2015;2025;2025;NA;100;100;Percent;Final energy;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2023_GlobalOverview_Full_Report_with_endnotes_web.pdf;;V3;New non-EU-27 observation added in V3;active;V3
HND;2013;Honduras;Honduras;Latin America & Caribbean;Lower middle income;2013;2038;2050;NA;80;80;Percent;Electricity;All technologies;80;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
HND;2013;Honduras;Honduras;Latin America & Caribbean;Lower middle income;2013;2022;2050;NA;60;60;Percent;Electricity;All technologies;60;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
HND;2016;Honduras;Honduras;Latin America & Caribbean;Lower middle income;2013;2050;2050;NA;100;100;Percent;Electricity;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
HND;2018;Honduras;Honduras;Latin America & Caribbean;Lower middle income;2013;2030;2050;NA;70;70;Percent;Electricity;All technologies;70;;https://www.ren21.net/wp-content/uploads/2019/05/gsr_2020_full_report_en.pdf;;V3;New non-EU-27 observation added in V3;active;V3
HND;2020;Honduras;Honduras;Latin America & Caribbean;Lower middle income;2020;2050;2050;NA;100;100;Percent;Final energy;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
HND;2021;Honduras;Honduras;Latin America & Caribbean;Lower middle income;2013;2034;2050;NA;80;80;Percent;Electricity;All technologies;80;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
HRV;2012;Croatia;Croatia;Europe & Central Asia;High income;2012;2020;2050;NA;20;20;Percent;Final energy;All technologies;20;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf;;V1;;active;V1
HRV;2012;Croatia;Croatia;Europe & Central Asia;High income;2012;2020;2030;NA;35;35;Percent;Electricity;All technologies;35;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf;;V1;;active;V1
HRV;2014;Croatia;Croatia;Europe & Central Asia;High income;2012;2020;2030;NA;39;39;Percent;Electricity;All technologies;39;;https://www.ren21.net/Portals/0/documents/activities/gsr/REN21_GSR_2010_full_revised%20Sept2010.pdf;;V1;;active;V1
HRV;2019;Croatia;Croatia;Europe & Central Asia;High income;2012;2030;2030;NA;79;79;Percent;Electricity;All technologies;79;;https://ember-energy.org/data/live-eu-necp-tracker/#data-tool;;V1;;active;V1
HRV;2019;Croatia;Croatia;Europe & Central Asia;High income;2012;2030;2050;NA;36;36;Percent;Final energy;All technologies;36;;https://www.ren21.net/wp-content/uploads/2019/05/gsr_2020_full_report_en.pdf;;V1;;active;V1
HRV;2020;Croatia;Croatia;Europe & Central Asia;High income;2012;2050;2050;NA;66;66;Percent;Final energy;All technologies;66;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V1;;active;V1
HRV;2023;Croatia;Croatia;Europe & Central Asia;High income;2012;2030;2030;NA;78;78;Percent;Electricity;All technologies;78;;https://ember-energy.org/data/live-eu-necp-tracker/#data-tool;;V1;;active;V1
HTI;2014;Haiti;Haiti;Latin America & Caribbean;Lower middle income;2014;2020;2050;NA;50;50;Percent;Electricity;All technologies;50;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2015_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
HTI;2015;Haiti;Haiti;Latin America & Caribbean;Lower middle income;2014;2030;2050;NA;47;47;Percent;Electricity;All technologies;47;;https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf;;V3;New non-EU-27 observation added in V3;active;V3
HTI;2016;Haiti;Haiti;Latin America & Caribbean;Lower middle income;2014;2050;2050;NA;100;100;Percent;Electricity;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
HTI;2018;Haiti;Haiti;Latin America & Caribbean;Lower middle income;2014;2030;2050;NA;70;70;Percent;Electricity;All technologies;70;;https://www.ren21.net/wp-content/uploads/2019/05/gsr_2020_full_report_en.pdf;;V3;New non-EU-27 observation added in V3;active;V3
HTI;2020;Haiti;Haiti;Latin America & Caribbean;Lower middle income;2020;2050;2050;NA;100;100;Percent;Final energy;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
HTI;2022;Haiti;Haiti;Latin America & Caribbean;Lower middle income;2014;2022;2050;NA;28;28;Percent;Electricity;All technologies;28;;https://www.ren21.net/wp-content/uploads/2019/05/GSR-2023_Energy-Supply-Module.pdf;;V3;New non-EU-27 observation added in V3;active;V3
HTI;2022;Haiti;Haiti;Latin America & Caribbean;Lower middle income;2014;2027;2050;NA;46;46;Percent;Electricity;All technologies;46;;https://www.ren21.net/wp-content/uploads/2019/05/GSR-2023_Energy-Supply-Module.pdf;;V3;New non-EU-27 observation added in V3;active;V3
HUN;2004;Hungary;Hungary;Europe & Central Asia;High income;2004;2010;2030;NA;4;4;Percent;Electricity;All technologies;4;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2005_Full-Report_English.pdf;;V1;;active;V1
HUN;2009;Hungary;Hungary;Europe & Central Asia;High income;2009;2020;2030;NA;13;13;Percent;Final energy;All technologies;13;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2010_Full-Report_English.pdf;;V1;;active;V1
HUN;2010;Hungary;Hungary;Europe & Central Asia;High income;2009;2020;2030;NA;15;15;Percent;Final energy;All technologies;15;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf;;V1;;active;V1
HUN;2013;Hungary;Hungary;Europe & Central Asia;High income;2004;2020;2030;NA;11;11;Percent;Electricity;All technologies;11;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf;;V1;;active;V1
HUN;2019;Hungary;Hungary;Europe & Central Asia;High income;2004;2030;2030;NA;79;79;Percent;Electricity;All technologies;79;;https://ember-energy.org/data/live-eu-necp-tracker/#data-tool;;V1;;active;V1
HUN;2023;Hungary;Hungary;Europe & Central Asia;High income;2009;2030;2030;NA;21;21;Percent;Final energy;All technologies;21;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf;;V1;;active;V1
IDN;2007;Indonesia;Indonesia;East Asia & Pacific;Upper middle income;2007;2025;2030;NA;15;15;Percent;Electricity;All technologies;15;;https://www.ren21.net/Portals/0/documents/activities/gsr/RE2007_Global_Status_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
IDN;2012;Indonesia;Indonesia;East Asia & Pacific;Upper middle income;2007;2025;2030;NA;26;26;Percent;Electricity;All technologies;26;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
IDN;2019;Indonesia;Indonesia;East Asia & Pacific;Upper middle income;2007;2020;2030;NA;23;23;Percent;Electricity;All technologies;23;;https://www.ren21.net/wp-content/uploads/2019/05/gsr_2020_full_report_en.pdf;;V3;New non-EU-27 observation added in V3;active;V3
IDN;2020;Indonesia;Indonesia;East Asia & Pacific;Upper middle income;2007;2030;2030;NA;20;20;Percent;Electricity;All technologies;20;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
IDN;2021;Indonesia;Indonesia;East Asia & Pacific;Upper middle income;2007;2030;2030;NA;52;52;Percent;Electricity;All technologies;52;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
IDN;2023;Indonesia;Indonesia;East Asia & Pacific;Upper middle income;2007;2030;2030;NA;48;48;Percent;Electricity;All technologies;48;;https://www.ren21.net/wp-content/uploads/2019/05/GSR-2023_Energy-Supply-Module.pdf;;V3;New non-EU-27 observation added in V3;active;V3
IDN;2023;Indonesia;Indonesia;East Asia & Pacific;Upper middle income;2023;2050;2050;NA;31;31;Percent;Final energy;All technologies;31;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf;;V3;New non-EU-27 observation added in V3;active;V3
IND;2009;India;India;South Asia;Lower middle income;2009;2010;2030;NA;25;25;Percent;Electricity;All technologies;25;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2010_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
IND;2010;India;India;South Asia;Lower middle income;2009;2012;2030;NA;10;10;Percent;Electricity;All technologies;10;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
IND;2015;India;India;South Asia;Lower middle income;2009;2030;2030;NA;40;40;Percent;Electricity;All technologies;40;;https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf;;V3;New non-EU-27 observation added in V3;active;V3
IND;2019;India;India;South Asia;Lower middle income;2009;2022;2030;NA;10;10;Percent;Electricity;All technologies;10;;https://www.ren21.net/wp-content/uploads/2019/05/gsr_2020_full_report_en.pdf;;V3;New non-EU-27 observation added in V3;active;V3
IND;2019;India;India;South Asia;Lower middle income;2019;2030;2030;NA;40;40;Percent;Final energy;All technologies;40;;https://www.ren21.net/wp-content/uploads/2019/05/gsr_2020_full_report_en.pdf;;V3;New non-EU-27 observation added in V3;active;V3
IND;2020;India;India;South Asia;Lower middle income;2019;2022;2030;NA;6;6;Percent;Final energy;All technologies;6;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
IND;2021;India;India;South Asia;Lower middle income;2009;2030;2030;NA;50;50;Percent;Electricity;All technologies;50;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
IRL;2001;Ireland;Ireland;Europe & Central Asia;High income;2001;2010;2030;NA;13;13;Percent;Electricity;All technologies;13;;https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32001L0077&from=EN;;V1;;active;V1
IRL;2009;Ireland;Ireland;Europe & Central Asia;High income;2001;2020;2030;NA;40;40;Percent;Electricity;All technologies;40;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2010_Full-Report_English.pdf;;V1;;active;V1
IRL;2009;Ireland;Ireland;Europe & Central Asia;High income;2009;2020;2030;NA;16;16;Percent;Final energy;All technologies;16;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2010_Full-Report_English.pdf;;V1;;active;V1
IRL;2013;Ireland;Ireland;Europe & Central Asia;High income;2001;2020;2030;NA;43;43;Percent;Electricity;All technologies;43;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf;;V1;;active;V1
IRL;2019;Ireland;Ireland;Europe & Central Asia;High income;2001;2030;2030;NA;62;62;Percent;Electricity;All technologies;62;;https://ember-energy.org/data/live-eu-necp-tracker/#data-tool;;V1;;active;V1
IRL;2019;Ireland;Ireland;Europe & Central Asia;High income;2001;2030;2030;NA;70;70;Percent;Electricity;All technologies;70;;https://www.ren21.net/wp-content/uploads/2019/05/gsr_2020_full_report_en.pdf;;V1;;active;V1
IRL;2020;Ireland;Ireland;Europe & Central Asia;High income;2009;2030;2030;21.5;34;28;Percent;Final energy;All technologies;28;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf;;V1;;active;V1
IRL;2023;Ireland;Ireland;Europe & Central Asia;High income;2009;2030;2030;NA;70;70;Percent;Final energy;All technologies;70;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf;;V1;;active;V1
IRL;2023;Ireland;Ireland;Europe & Central Asia;High income;2001;2030;2030;NA;81;81;Percent;Electricity;All technologies;81;;https://ember-energy.org/data/live-eu-necp-tracker/#data-tool;;V1;;active;V1
IRQ;2012;Iraq;Iraq;Middle East & North Africa;Upper middle income;2012;2030;2030;NA;2;2;Percent;Electricity;All technologies;2;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
IRQ;2014;Iraq;Iraq;Middle East & North Africa;Upper middle income;2012;2030;2030;NA;10;10;Percent;Electricity;All technologies;10;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2015_Full-Report_English.pdf;;V3;New non-EU-27 observation added in V3;active;V3
IRQ;2021;Iraq;Iraq;Middle East & North Africa;Upper middle income;2012;2030;2030;NA;33;33;Percent;Electricity;All technologies;33;;https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf;;V3;New non-EU-27 observation added in V3;active;V3
ISL;2015;Iceland;Iceland;Europe & Central Asia;High income;2015;2020;2020;NA;64;64;Percent;Final energy;All technologies;64;;https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf;;V3;New non-EU-27 observation added in V3;active;V3
ISL;2019;Iceland;Iceland;Europe & Central Asia;High income;2019;2020;2020;NA;100;100;Percent;Electricity;All technologies;100;;https://www.ren21.net/wp-content/uploads/2019/05/gsr_2020_full_report_en.pdf;;V3;New non-EU-27 observation added in V3;active;V3
ISR;2002;Israel;Israel;Middle East & North Africa;High income;2002;2016;2030;NA;5;5;Percent;Electricity;All technologies;5;;https://www.iea.org/policies/4774-renewable-energy-targets;;V3;New non-EU-27 observation added in V3;active;V3
